DriverId	ADDRESS	CITY	STATE	ZIP	LOCATION
105188	1112 ELMWOOD AVE	OSHKOSH	WI	54901-3522	"1112 ELMWOOD AVE
OSHKOSH, WI 54901-3522
(44.031228413000065, -88.55248318999998)"
105187	PO BOX 12203	CHICAGO	IL	60612-0203	"PO BOX 12203
CHICAGO, IL 60612-0203
(41.87617056300007, -87.68472028099995)"
105186	2140 W DEVON AVE	CHICAGO	IL	60659-2127	"2140 W DEVON AVE
CHICAGO, IL 60659-2127
(41.99786813600008, -87.68456148199994)"
105184	9401 S HALSTED ST	CHICAGO	IL	60620-2722	"9401 S HALSTED ST
CHICAGO, IL 60620-2722
(41.72315032400007, -87.64315423499994)"
105183	6456 W BELMONT AVE	CHICAGO	IL	60634-3923	"6456 W BELMONT AVE
CHICAGO, IL 60634-3923
(41.93830784100004, -87.78830026099996)"
105182	100 N LASALLE ST STE 1400	CHICAGO	IL	60602-3535	"100 N LASALLE ST STE 1400
CHICAGO, IL 60602-3535
(41.883430420000025, -87.63249793199998)"
105181	6039 N KIRKWOOD AVE	CHICAGO	IL	60646-5021	"6039 N KIRKWOOD AVE
CHICAGO, IL 60646-5021
(41.99096020600007, -87.74310661599998)"
105180	1544 N OAKLEY BLVD	CHICAGO	IL	60622-1849	"1544 N OAKLEY BLVD
CHICAGO, IL 60622-1849
(41.90934234000008, -87.68479556399996)"
105179	2462 N LINCOLN AVE	CHICAGO	IL	60614-2432	"2462 N LINCOLN AVE
CHICAGO, IL 60614-2432
(41.926775805000034, -87.65067748299998)"
105178	1611 W HARRISON ST	CHICAGO	IL	60612-4861	"1611 W HARRISON ST
CHICAGO, IL 60612-4861
(41.87416532300006, -87.66683511899998)"
105176	1 W RANDOLPH ST	CHICAGO	IL	60601-0000	"1 W RANDOLPH ST
CHICAGO, IL 60601-0000
(41.88441780200003, -87.62802838099998)"
105174	5222 S INGLESIDE AVE	CHICAGO	IL	60615-4308	"5222 S INGLESIDE AVE
CHICAGO, IL 60615-4308
(41.800090485000055, -87.60288774699995)"
105173	450 E 45TH PL FL 2	CHICAGO	IL	60653-4110	"450 E 45TH PL FL 2
CHICAGO, IL 60653-4110
(41.81217621800005, -87.61466779599994)"
105172	1425 N MILWAUKEE AVE	CHICAGO	IL	60622-2062	"1425 N MILWAUKEE AVE
CHICAGO, IL 60622-2062
(41.90774587100003, -87.67329446999997)"
105171	182 W LAKE ST	CHICAGO	IL	60601-1062	"182 W LAKE ST
CHICAGO, IL 60601-1062
(41.88576293300008, -87.63340581099999)"
105170	2540 W 63RD ST	CHICAGO	IL	60629-1640	"2540 W 63RD ST
CHICAGO, IL 60629-1640
(41.77921805200003, -87.68787083499996)"
105169	5419 N CLARK ST	CHICAGO	IL	60640-1209	"5419 N CLARK ST
CHICAGO, IL 60640-1209
(41.98046407100003, -87.66829356699998)"
105168	3330 W MARQUETTE RD	CHICAGO	IL	60629-3525	"3330 W MARQUETTE RD
CHICAGO, IL 60629-3525
(41.77162797200003, -87.70670142399996)"
105167	2826 W ARMITAGE AVE	CHICAGO	IL	60647-3923	"2826 W ARMITAGE AVE
CHICAGO, IL 60647-3923
(41.917508002000034, -87.69837157899997)"
105165	9503 E 33RD ST	INDIANAPOLIS	IN	46235-4207	"9503 E 33RD ST
INDIANAPOLIS, IN 46235-4207
(39.81693282200007, -85.99965007299994)"
105164	3018 W MONTROSE AVE	CHICAGO	IL	60618-1312	"3018 W MONTROSE AVE
CHICAGO, IL 60618-1312
(41.96124746800007, -87.70395092799998)"
105163	1400 E 47TH ST	CHICAGO	IL	60653-4520	"1400 E 47TH ST
CHICAGO, IL 60653-4520
(41.80971936800006, -87.59231502299997)"
105162	170 W ONTARIO ST	CHICAGO	IL	60654-3737	"170 W ONTARIO ST
CHICAGO, IL 60654-3737
(41.893227366000076, -87.63341930099995)"
105161	1985 BLUESTONE DR	SAINT CHARLES	MO	63303-5730	"1985 BLUESTONE DR
SAINT CHARLES, MO 63303-5730
(38.76072596000006, -90.52847481299995)"
105160	3302 N MILWAUKEE AVE	CHICAGO	IL	60641-4001	"3302 N MILWAUKEE AVE
CHICAGO, IL 60641-4001
(41.94126212700007, -87.72738081599994)"
105159	600 E GRAND AVE	CHICAGO	IL	60611	"600 E GRAND AVE
CHICAGO, IL 60611
(41.892089060000046, -87.60973551799998)"
105157	4200 W PETERSON AVE STE 140	CHICAGO	IL	60646-6819	"4200 W PETERSON AVE STE 140
CHICAGO, IL 60646-6819
(41.99009830000006, -87.73475026799997)"
105155	5254 W IRVING PARK RD	CHICAGO	IL	60641-2504	"5254 W IRVING PARK RD
CHICAGO, IL 60641-2504
(41.95330884100008, -87.75859115299994)"
105154	2455 S DRAKE AVE	CHICAGO	IL	60623-3916	"2455 S DRAKE AVE
CHICAGO, IL 60623-3916
(41.84643180300003, -87.71358400399998)"
105153	1647 W 18TH ST	CHICAGO	IL	60608-2835	"1647 W 18TH ST
CHICAGO, IL 60608-2835
(41.857759943000076, -87.66754633499994)"
105152	6351 S PULASKI RD	CHICAGO	IL	60629-4759	"6351 S PULASKI RD
CHICAGO, IL 60629-4759
(41.777163107000035, -87.72268434999995)"
105151	21 S CLARK ST	CHICAGO	IL	60670-0001	"21 S CLARK ST
CHICAGO, IL 60670-0001
(41.88179344400004, -87.63083654799999)"
105150	625 N MICHIGAN AVE STE 1700	CHICAGO	IL	60611-3175	"625 N MICHIGAN AVE STE 1700
CHICAGO, IL 60611-3175
(41.89312226200008, -87.62415425999995)"
105149	28 E JACKSON BLVD BLDG B748	CHICAGO	IL	60604-2263	"28 E JACKSON BLVD BLDG B748
CHICAGO, IL 60604-2263
(41.878257500000075, -87.62677644099995)"
105148	1115 N KEYSTONE AVE	CHICAGO	IL	60651-3613	"1115 N KEYSTONE AVE
CHICAGO, IL 60651-3613
(41.901351859000044, -87.72743327899997)"
105147	555 N MORTON ST	BLOOMINGTON	IN	47404-3730	"555 N MORTON ST
BLOOMINGTON, IN 47404-3730
(39.17138191500004, -86.53612598299998)"
105146	757 N CICERO AVE	CHICAGO	IL	60644-1305	"757 N CICERO AVE
CHICAGO, IL 60644-1305
(41.89469268200003, -87.74575594899994)"
105145	5023 N NORTHWEST HWY	CHICAGO	IL	60630-2237	"5023 N NORTHWEST HWY
CHICAGO, IL 60630-2237
(41.971956146000025, -87.76324006899995)"
105144	1821 W HUBBARD ST STE 308	CHICAGO	IL	60622-6202	"1821 W HUBBARD ST STE 308
CHICAGO, IL 60622-6202
(41.889772579000066, -87.67286005999995)"
105142	84 GOLDENROD LN	MADISON	WI	53719-3230	"84 GOLDENROD LN
MADISON, WI 53719-3230
(43.05329057500006, -89.51520258299996)"
105140	10002 S PRINCETON AVE	CHICAGO	IL	60628-1919	"10002 S PRINCETON AVE
CHICAGO, IL 60628-1919
(41.712339616000065, -87.63088704199998)"
105138	7512 S GREEN ST	CHICAGO	IL	60620-2842	"7512 S GREEN ST
CHICAGO, IL 60620-2842
(41.75726017000005, -87.64544727499998)"
105137	337 E RANDOLPH ST	CHICAGO	IL	60601	"337 E RANDOLPH ST
CHICAGO, IL 60601
(41.88432684600008, -87.61950355599998)"
105136	2246 S WENTWORTH AVE	CHICAGO	IL	60616-2016	"2246 S WENTWORTH AVE
CHICAGO, IL 60616-2016
(41.851570957000035, -87.63200774599994)"
105135	4311 S KNOX AVE	CHICAGO	IL	60632-4347	"4311 S KNOX AVE
CHICAGO, IL 60632-4347
(41.81473308300008, -87.73962674599994)"
105133	45 HOPKINS RD	ARLINGTON	MA	02476-8106	"45 HOPKINS RD
ARLINGTON, MA 02476-8106
(42.41115475000004, -71.15541761599997)"
105132	450 E 79TH ST	CHICAGO	IL	60619-2820	"450 E 79TH ST
CHICAGO, IL 60619-2820
(41.75115613000003, -87.61333141899996)"
105130	1552 N MILWAUKEE AVE	CHICAGO	IL	60622-2288	"1552 N MILWAUKEE AVE
CHICAGO, IL 60622-2288
(41.90974623200003, -87.67648629099995)"
105129	1960 N CLYBOURN AVE	CHICAGO	IL	60614-4924	"1960 N CLYBOURN AVE
CHICAGO, IL 60614-4924
(41.91669679600005, -87.65760845799997)"
105128	51265 GOLFVIEW CT	GRANGER	IN	46530-6501	"51265 GOLFVIEW CT
GRANGER, IN 46530-6501
(41.749559471000055, -86.16726789899997)"
105127	9528 S FOREST AVE	CHICAGO	IL	60628-1406	"9528 S FOREST AVE
CHICAGO, IL 60628-1406
(41.72107205200007, -87.61656054599996)"
105126	1735 W 100TH ST	CHICAGO	IL	60643-2130	"1735 W 100TH ST
CHICAGO, IL 60643-2130
(41.712052698000036, -87.66619065299994)"
105125	3209 W LAWRENCE AVE	CHICAGO	IL	60625-5208	"3209 W LAWRENCE AVE
CHICAGO, IL 60625-5208
(41.96841535100003, -87.70912228799995)"
105124	1670 W DIVISION ST	CHICAGO	IL	60622-3878	"1670 W DIVISION ST
CHICAGO, IL 60622-3878
(41.90330843300006, -87.67022018199998)"
105123	4451 S FEDERAL ST	CHICAGO	IL		"4451 S FEDERAL ST
CHICAGO, IL
(41.81382231200007, -87.62827739699998)"
105122	1045 W BELMONT AVE STE 200	CHICAGO	IL	60657-3327	"1045 W BELMONT AVE STE 200
CHICAGO, IL 60657-3327
(41.93981272100007, -87.65585007599998)"
105121	2024 E 95TH ST	CHICAGO	IL	60617-4788	"2024 E 95TH ST
CHICAGO, IL 60617-4788
(41.722522629000025, -87.57467429799999)"
105120	4647 W LAKE ST	CHICAGO	IL	60644-2708	"4647 W LAKE ST
CHICAGO, IL 60644-2708
(41.886262259000034, -87.74170758499997)"
105119	6950 N CALIFORNIA AVE	CHICAGO	IL	60645-3019	"6950 N CALIFORNIA AVE
CHICAGO, IL 60645-3019
(42.00781097000004, -87.69981883299994)"
105118	619 E 103RD PL	CHICAGO	IL	60628-2906	"619 E 103RD PL
CHICAGO, IL 60628-2906
(41.70645260800006, -87.60818017699995)"
105117	3334 W CHICAGO AVE	CHICAGO	IL	60651-4108	"3334 W CHICAGO AVE
CHICAGO, IL 60651-4108
(41.89557777500005, -87.71033111199995)"
105116	5116 N LINCOLN AVE	CHICAGO	IL	60625-2502	"5116 N LINCOLN AVE
CHICAGO, IL 60625-2502
(41.974541343000055, -87.69222530799999)"
105115	5023 W AINSLIE ST	CHICAGO	IL	60630-2302	"5023 W AINSLIE ST
CHICAGO, IL 60630-2302
(41.969753612000034, -87.75364077599994)"
105114	3768 N CLARK ST	CHICAGO	IL	60613-3810	"3768 N CLARK ST
CHICAGO, IL 60613-3810
(41.95075858200005, -87.65933988199998)"
105113	4029 W EDDY ST	CHICAGO	IL	60641-3926	"4029 W EDDY ST
CHICAGO, IL 60641-3926
(41.945553389000054, -87.72857979899999)"
105112	2650 N LAKEVIEW AVE APT 1008	CHICAGO	IL	60614-2946	"2650 N LAKEVIEW AVE APT 1008
CHICAGO, IL 60614-2946
(41.93098022300006, -87.63933875899994)"
105110	1908 N KILDARE AVE	CHICAGO	IL	60639-4808	"1908 N KILDARE AVE
CHICAGO, IL 60639-4808
(41.91557908200008, -87.73385724999997)"
105109	1150 HILL DR	ONEIDA	WI	54155-9113	"1150 HILL DR
ONEIDA, WI 54155-9113
(44.55100660800008, -88.13803046699996)"
105108	2304 W CHICAGO AVE	CHICAGO	IL	60622-4722	"2304 W CHICAGO AVE
CHICAGO, IL 60622-4722
(41.89583819000006, -87.68461102999999)"
105106	2273 N LINCOLN AVE	CHICAGO	IL	60614-3717	"2273 N LINCOLN AVE
CHICAGO, IL 60614-3717
(41.92316866200008, -87.64551839099994)"
105105	173 WELLINGTON AVE	WARWICK	RI	02886-7834	"173 WELLINGTON AVE
WARWICK, RI 02886-7834
(41.69704931500007, -71.42733050899994)"
105104	829 W 119TH ST	CHICAGO	IL	60643-5211	"829 W 119TH ST
CHICAGO, IL 60643-5211
(41.677768883000056, -87.64337072499995)"
105102	2342 W BLOOMINGDALE AVE APT 204	CHICAGO	IL	60647-5613	"2342 W BLOOMINGDALE AVE APT 204
CHICAGO, IL 60647-5613
(41.914045764000036, -87.68582854899995)"
105101	8258 ZIONSVILLE RD	INDIANAPOLIS	IN	46268-1627	"8258 ZIONSVILLE RD
INDIANAPOLIS, IN 46268-1627
(39.903935002000026, -86.25986150299997)"
105100	2305 W DEVON AVE	CHICAGO	IL	60659-2003	"2305 W DEVON AVE
CHICAGO, IL 60659-2003
(41.99777081900004, -87.68764320099996)"
105099	1400 E 87TH ST	CHICAGO	IL	60619-6523	"1400 E 87TH ST
CHICAGO, IL 60619-6523
(41.73687745700005, -87.59009165699996)"
105098	811 W 103RD ST	CHICAGO	IL	60643-2339	"811 W 103RD ST
CHICAGO, IL 60643-2339
(41.70690315000007, -87.64345037099997)"
105097	1375 E 53RD ST	CHICAGO	IL	60615-4001	"1375 E 53RD ST
CHICAGO, IL 60615-4001
(41.79946364400007, -87.59218996199996)"
105096	4100 S ASHLAND AVE	CHICAGO	IL	60609-2330	"4100 S ASHLAND AVE
CHICAGO, IL 60609-2330
(41.81960898700004, -87.66526767499994)"
105095	7500 S WOLCOTT AVE	CHICAGO	IL	60620-5205	"7500 S WOLCOTT AVE
CHICAGO, IL 60620-5205
(41.75738000700005, -87.67091731299996)"
105093	3222 W CERMAK RD	CHICAGO	IL	60623-3309	"3222 W CERMAK RD
CHICAGO, IL 60623-3309
(41.851784587000054, -87.70612399499998)"
105092	549 N KEDZIE AVE	CHICAGO	IL	60612-1035	"549 N KEDZIE AVE
CHICAGO, IL 60612-1035
(41.89132575700006, -87.70639447199994)"
105091	4422 N BROADWAY ST	CHICAGO	IL	60640-5660	"4422 N BROADWAY ST
CHICAGO, IL 60640-5660
(41.96204947100006, -87.65534561299995)"
105090	7080 N WESTERN AVE	CHICAGO	IL	60645-3422	"7080 N WESTERN AVE
CHICAGO, IL 60645-3422
(42.01087970200007, -87.69025721099996)"
105089	3600 E 106TH ST	CHICAGO	IL	60617-6609	"3600 E 106TH ST
CHICAGO, IL 60617-6609
(41.70275839300007, -87.53614066999995)"
105088	1358 E 75TH ST	CHICAGO	IL	60619-1447	"1358 E 75TH ST
CHICAGO, IL 60619-1447
(41.75873854800005, -87.59095125899995)"
105087	2404 S TROY ST	CHICAGO	IL	60623-4107	"2404 S TROY ST
CHICAGO, IL 60623-4107
(41.847929769000075, -87.70392788199996)"
105086	500 BOYLSTON ST	BOSTON	MA	02116-0000	"500 BOYLSTON ST
BOSTON, MA 02116-0000
(42.350832797000066, -71.07450323499995)"
105085	6136 S RHODES AVE	CHICAGO	IL	60637-2415	"6136 S RHODES AVE
CHICAGO, IL 60637-2415
(41.782830456000056, -87.61209793499995)"
105084	311 S WACKER DR	CHICAGO	IL	60606-6627	"311 S WACKER DR
CHICAGO, IL 60606-6627
(41.877571067000076, -87.63661388299994)"
105083	6315 N HERMITAGE AVE	CHICAGO	IL	60660-1141	"6315 N HERMITAGE AVE
CHICAGO, IL 60660-1141
(41.996062993000066, -87.67342770799996)"
105082	OHARE INTERNATIONAL AIRPORT HILTON	CHICAGO	IL	60666-0000	"OHARE INTERNATIONAL AIRPORT HILTON
CHICAGO, IL 60666-0000
(41.95287664800003, -87.90864781399995)"
105081	7 W DIVISION ST	CHICAGO	IL	60610-2216	"7 W DIVISION ST
CHICAGO, IL 60610-2216
(41.903922600000044, -87.62903071599999)"
105080	500 W DIVERSEY PKWY	CHICAGO	IL	60614-1610	"500 W DIVERSEY PKWY
CHICAGO, IL 60614-1610
(41.93287704000005, -87.64150872599998)"
105079	2627 N WESTERN AVE	CHICAGO	IL	60647-2034	"2627 N WESTERN AVE
CHICAGO, IL 60647-2034
(41.92974177800005, -87.68778326199998)"
105078	7100 N SHERIDAN RD	CHICAGO	IL	60626-5800	"7100 N SHERIDAN RD
CHICAGO, IL 60626-5800
(42.01193634500004, -87.66306220699994)"
105077	PO BOX 20	BOISE	ID	83726	"PO BOX 20
BOISE, ID 83726
(43.614337231000036, -116.21676707699999)"
105076	2459 N PULASKI RD	CHICAGO	IL	60639-2113	"2459 N PULASKI RD
CHICAGO, IL 60639-2113
(41.92582260200004, -87.72676944399996)"
105075	3310 W FOSTER AVE	CHICAGO	IL	60625-4813	"3310 W FOSTER AVE
CHICAGO, IL 60625-4813
(41.975756932000024, -87.71173927899997)"
105074	920 W LELAND AVE	CHICAGO	IL	60640-5110	"920 W LELAND AVE
CHICAGO, IL 60640-5110
(41.96730817400004, -87.65343468299994)"
105073	2952 S WALLACE ST	CHICAGO	IL	60616-3035	"2952 S WALLACE ST
CHICAGO, IL 60616-3035
(41.840170304000026, -87.64148688299997)"
105072	931 N KEDZIE AVE	CHICAGO	IL	60651-4127	"931 N KEDZIE AVE
CHICAGO, IL 60651-4127
(41.89852185500007, -87.70661385099999)"
105071	555 W SURF ST	CHICAGO	IL	60657-6020	"555 W SURF ST
CHICAGO, IL 60657-6020
(41.93423337300004, -87.64354140099994)"
105070	5354 W BYRON ST	CHICAGO	IL	60641-2669	"5354 W BYRON ST
CHICAGO, IL 60641-2669
(41.95142772200006, -87.76172057599996)"
105069	5360 W DIVISION ST	CHICAGO	IL	60651-1372	"5360 W DIVISION ST
CHICAGO, IL 60651-1372
(41.902241168000046, -87.76009131399996)"
105067	2231 N CLYBOURN AVE	CHICAGO	IL	60614-3011	"2231 N CLYBOURN AVE
CHICAGO, IL 60614-3011
(41.922215073000075, -87.66517318799998)"
105066	1302 N MILWAUKEE AVE	CHICAGO	IL	60622-6895	"1302 N MILWAUKEE AVE
CHICAGO, IL 60622-6895
(41.905445916000076, -87.66978692399994)"
105065	3100 CUMBERLAND BLVD SE	ATLANTA	GA	30339-5940	"3100 CUMBERLAND BLVD SE
ATLANTA, GA 30339-5940
(33.87795366200004, -84.46557004899995)"
105064	3738 N LINCOLN AVE	CHICAGO	IL	60613-3518	"3738 N LINCOLN AVE
CHICAGO, IL 60613-3518
(41.94943916700004, -87.67550564999999)"
105063	7631 S PERRY AVE	CHICAGO	IL	60620-1027	"7631 S PERRY AVE
CHICAGO, IL 60620-1027
(41.75538195100006, -87.62791415499998)"
105062	5811 W MONTROSE AVE	CHICAGO	IL	60634-1746	"5811 W MONTROSE AVE
CHICAGO, IL 60634-1746
(41.96037288600007, -87.77265112199996)"
105061	4635 W LAWRENCE AVE	CHICAGO	IL	60630-2532	"4635 W LAWRENCE AVE
CHICAGO, IL 60630-2532
(41.96803325500008, -87.74445017699998)"
105060	5430 W ROOSEVELT RD	CHICAGO	IL	60644-1493	"5430 W ROOSEVELT RD
CHICAGO, IL 60644-1493
(41.86569799600005, -87.76026727299995)"
105058	1743 W STEUBEN ST	CHICAGO	IL	60643-4311	"1743 W STEUBEN ST
CHICAGO, IL 60643-4311
(41.68716341000004, -87.66500956399994)"
105057	9033 N GRACE AVE	NILES	IL	60714-1424	"9033 N GRACE AVE
NILES, IL 60714-1424
(42.04487086300003, -87.83796360699995)"
105056	2351 LAKE AVE	WILMETTE	IL	60091-1383	"2351 LAKE AVE
WILMETTE, IL 60091-1383
(42.07920310000003, -87.73473067999998)"
105055	7903 S ASHLAND AVE	CHICAGO	IL	60620-4336	"7903 S ASHLAND AVE
CHICAGO, IL 60620-4336
(41.750207783000064, -87.66339726599995)"
105054	2124 STONINGTON AVE	HOFFMAN ESTATES	IL	60169-2017	"2124 STONINGTON AVE
HOFFMAN ESTATES, IL 60169-2017
(42.06325058900006, -88.14001161199997)"
105053	1207 W BRYN MAWR AVE	CHICAGO	IL	60660-4205	"1207 W BRYN MAWR AVE
CHICAGO, IL 60660-4205
(41.98359594400006, -87.66041028999996)"
105052	2154 N CLYBOURN AVE	CHICAGO	IL	60614-4020	"2154 N CLYBOURN AVE
CHICAGO, IL 60614-4020
(41.92062251600004, -87.66304023299995)"
105051	3800 W NORTH AVE	CHICAGO	IL	60647-4616	"3800 W NORTH AVE
CHICAGO, IL 60647-4616
(41.90997784000007, -87.72160042799999)"
105050	3202 W CHICAGO AVE	CHICAGO	IL	60651-4161	"3202 W CHICAGO AVE
CHICAGO, IL 60651-4161
(41.89561810500004, -87.70679130199994)"
105049	4516 N MONTICELLO AVE	CHICAGO	IL	60625-5922	"4516 N MONTICELLO AVE
CHICAGO, IL 60625-5922
(41.96341951900007, -87.71935693599994)"
105048	1243 W MADISON ST	CHICAGO	IL	60607-1907	"1243 W MADISON ST
CHICAGO, IL 60607-1907
(41.88153421100003, -87.65891379399994)"
105047	2548 W CHICAGO AVE	CHICAGO	IL	60622-4517	"2548 W CHICAGO AVE
CHICAGO, IL 60622-4517
(41.89575635700004, -87.69092385499994)"
105046	3407 N PAULINA ST	CHICAGO	IL	60657	"3407 N PAULINA ST
CHICAGO, IL 60657
(41.94358183500003, -87.67116390099994)"
105045	76 W MONROE ST	CHICAGO	IL	60603-4904	"76 W MONROE ST
CHICAGO, IL 60603-4904
(41.88083778600003, -87.62499196899995)"
105044	3333 W ARTHINGTON ST	CHICAGO	IL	60624-4277	"3333 W ARTHINGTON ST
CHICAGO, IL 60624-4277
(41.86999653100003, -87.70901401599997)"
105043	6013 W BELMONT AVE	CHICAGO	IL	60634-5116	"6013 W BELMONT AVE
CHICAGO, IL 60634-5116
(41.93840348100008, -87.77677052899998)"
105042	1550 N KINGSBURY ST	CHICAGO	IL	60642-2532	"1550 N KINGSBURY ST
CHICAGO, IL 60642-2532
(41.90970957300004, -87.65309083999995)"
105041	2252 S HOMAN AVE	CHICAGO	IL	60623-3242	"2252 S HOMAN AVE
CHICAGO, IL 60623-3242
(41.85014906400005, -87.71009719899996)"
105040	1221 N DEARBORN ST	CHICAGO	IL	60610-2256	"1221 N DEARBORN ST
CHICAGO, IL 60610-2256
(41.904375737000066, -87.62996375699998)"
105039	7555 S RHODES AVE	CHICAGO	IL	60619-2209	"7555 S RHODES AVE
CHICAGO, IL 60619-2209
(41.75685111000007, -87.61139389099998)"
105038	3632 1/2 HARVEY AVE	BERWYN	IL	60402-3831	"3632 1/2 HARVEY AVE
BERWYN, IL 60402-3831
(41.82638102100003, -87.77915765899996)"
105037	O'HARE INTERNATIONAL AIRPORT	CHICAGO	IL	60666	"O'HARE INTERNATIONAL AIRPORT
CHICAGO, IL 60666
(41.95287664800003, -87.90864781399995)"
105036	59 W GRAND AVE	CHICAGO	IL	60610-4301	"59 W GRAND AVE
CHICAGO, IL 60610-4301
(41.89159557700003, -87.63007816099997)"
105035	4100 S ASHLAND AVE	CHICAGO	IL	60609-2330	"4100 S ASHLAND AVE
CHICAGO, IL 60609-2330
(41.81960898700004, -87.66526767499994)"
105034	4333 W DIVISION ST	CHICAGO	IL	60651-1714	"4333 W DIVISION ST
CHICAGO, IL 60651-1714
(41.90254341100007, -87.73497950799998)"
105033	327 W 76TH ST	CHICAGO	IL	60620-1604	"327 W 76TH ST
CHICAGO, IL 60620-1604
(41.756253076000064, -87.63304987499998)"
105032	1158 E 47TH ST	CHICAGO	IL	60653-4406	"1158 E 47TH ST
CHICAGO, IL 60653-4406
(41.80965981000003, -87.59761836999996)"
105031	3257 N BROADWAY ST	CHICAGO	IL	60657-3533	"3257 N BROADWAY ST
CHICAGO, IL 60657-3533
(41.94169057200003, -87.64440478799997)"
105030	2223 W CHARLESTON ST	CHICAGO	IL	60647-3208	"2223 W CHARLESTON ST
CHICAGO, IL 60647-3208
(41.91990359600004, -87.68354055999998)"
105029	2727 S MARY ST	CHICAGO	IL	60608-5908	"2727 S MARY ST
CHICAGO, IL 60608-5908
(41.84416065600004, -87.65159354699995)"
105028	3900 W MADISON ST	CHICAGO	IL	60624-2354	"3900 W MADISON ST
CHICAGO, IL 60624-2354
(41.88079793300005, -87.72332842799995)"
105027	2040 E 106TH ST	CHICAGO	IL	60617-6455	"2040 E 106TH ST
CHICAGO, IL 60617-6455
(41.70276863600003, -87.54090571799998)"
105026	2215 N WASHTENAW AVE	CHICAGO	IL	60647-3028	"2215 N WASHTENAW AVE
CHICAGO, IL 60647-3028
(41.92218272000008, -87.69549798399999)"
105025	1408 SYCAMORE LN	NORTHBROOK	IL	60062-5438	"1408 SYCAMORE LN
NORTHBROOK, IL 60062-5438
(42.12697900900008, -87.82069781699994)"
105024	2638 N NEVA AVE	CHICAGO	IL	60707-1609	"2638 N NEVA AVE
CHICAGO, IL 60707-1609
(41.92832908100007, -87.80522728099999)"
105023	321 S MISSOURI AVE	CLEARWATER	FL	33756-5833	"321 S MISSOURI AVE
CLEARWATER, FL 33756-5833
(27.961970591000068, -82.78758961499994)"
105022	6701 N OLMSTED AVE	CHICAGO	IL	60631-1329	"6701 N OLMSTED AVE
CHICAGO, IL 60631-1329
(42.00219616500004, -87.81688064599996)"
105019	2953 W BELMONT AVE	CHICAGO	IL	60618-5803	"2953 W BELMONT AVE
CHICAGO, IL 60618-5803
(41.93934259000008, -87.70236999699995)"
105018	3525 N CICERO AVE	CHICAGO	IL	60641-3731	"3525 N CICERO AVE
CHICAGO, IL 60641-3731
(41.94545198800006, -87.74703359199998)"
105017	663 N MICHIGAN AVE	CHICAGO	IL	60611-2801	"663 N MICHIGAN AVE
CHICAGO, IL 60611-2801
(41.89432150600004, -87.62418614699999)"
105016	538 W HAWTHORNE PL	CHICAGO	IL	60657-2923	"538 W HAWTHORNE PL
CHICAGO, IL 60657-2923
(41.94459814800007, -87.64278550399996)"
105015	3942 N CICERO AVE	CHICAGO	IL	60641-2711	"3942 N CICERO AVE
CHICAGO, IL 60641-2711
(41.952869226000075, -87.74731705399995)"
105014	443 E 34TH ST	CHICAGO	IL	60616-4135	"443 E 34TH ST
CHICAGO, IL 60616-4135
(41.83309116300006, -87.61495007699995)"
105013	4249 W 63RD ST	CHICAGO	IL	60629-5041	"4249 W 63RD ST
CHICAGO, IL 60629-5041
(41.77856355600005, -87.72955001999998)"
105012	4448 S ARCHER AVE	CHICAGO	IL	60632-2867	"4448 S ARCHER AVE
CHICAGO, IL 60632-2867
(41.81249595100007, -87.70691459599999)"
105011	1172 E 55TH ST	CHICAGO	IL	60615-5115	"1172 E 55TH ST
CHICAGO, IL 60615-5115
(41.79506592300004, -87.59723078399998)"
105010	2454 W 47TH ST	CHICAGO	IL	60632-1336	"2454 W 47TH ST
CHICAGO, IL 60632-1336
(41.80842839600007, -87.68665056799995)"
105009	6755 N ROCKWELL ST	CHICAGO	IL	60645-4625	"6755 N ROCKWELL ST
CHICAGO, IL 60645-4625
(42.00472075600004, -87.69489399299994)"
105008	554 W PERSHING RD	CHICAGO	IL	60609-2740	"554 W PERSHING RD
CHICAGO, IL 60609-2740
(41.823560265000026, -87.64029930499998)"
105007	21978 GREENTREE LN	NOVI	MI	48375-5123	"21978 GREENTREE LN
NOVI, MI 48375-5123
(42.44918235400007, -83.44643324499998)"
105006	4937 W NORTH AVE	CHICAGO	IL	60639-4531	"4937 W NORTH AVE
CHICAGO, IL 60639-4531
(41.90954343000004, -87.75064023499993)"
105005	5915 N RAVENSWOOD AVE	CHICAGO	IL	60660-3107	"5915 N RAVENSWOOD AVE
CHICAGO, IL 60660-3107
(41.98891144900006, -87.67460346199994)"
105004	7781 W TALCOTT AVE	CHICAGO	IL	60631-3840	"7781 W TALCOTT AVE
CHICAGO, IL 60631-3840
(41.99294616900005, -87.82139777599997)"
105003	4674 N. MANOR AVENUE 3	CHICAGO	IL	60625	"4674 N. MANOR AVENUE 3
CHICAGO, IL 60625
(41.96664936500008, -87.70155302899997)"
105002	1820 W 18TH ST	CHICAGO	IL	60608-0000	"1820 W 18TH ST
CHICAGO, IL 60608-0000
(41.85774836300004, -87.67196127999995)"
105001	11105 S MICHIGAN AVE	CHICAGO	IL	60628-4322	"11105 S MICHIGAN AVE
CHICAGO, IL 60628-4322
(41.69234176500004, -87.62098433199998)"
105000	875 N MICHIGAN AVE	CHICAGO	IL	60611-1962	"875 N MICHIGAN AVE
CHICAGO, IL 60611-1962
(41.89873433400004, -87.62405801699998)"
